"Location","Station_Number","Depth","Time_Range","Population","Sample_Type","Replicate","VP","VP_SE","VP_R_Squared","VP_Type","abs_VP"
"NJ2020","4","1","T0_T3","c_V2","VP","1",-35850.7466666667,NA,1,"LM_SR",-107552.24
"NJ2020","4","1","T0_T6","c_V2","VP","1",353568.867333333,224831.51897062,0.712068996110577,"LM_SR",2121413.204
"NJ2020","4","1","T0_T9","c_V2","VP","1",270331.961533333,111441.927538875,0.746332517491049,"LM_SR",2432987.6538
"NJ2020","4","1","T0_T12","c_V2","VP","1",216558.261466667,71439.7509151121,0.75387704311331,"LM_SR",2598699.1376
"NJ2020","4","1","T0_T24","c_V2","VP","1",99118.2940916666,45894.2003065846,0.538338643657736,"LM_SR",2378839.0582
"NJ2020","4","1","T0_T3","c_V2","VP","2",-35319.1996666668,NA,1,"LM_SR",-105957.599
"NJ2020","4","1","T0_T6","c_V2","VP","2",387209.542833333,243947.083222729,0.715862400074981,"LM_SR",2323257.257
"NJ2020","4","1","T0_T9","c_V2","VP","2",286133.297333333,123723.502283792,0.727835789957421,"LM_SR",2575199.676
"NJ2020","4","1","T0_T12","c_V2","VP","2",209910.232566667,83899.6635269196,0.676012023356194,"LM_SR",2518922.7908
"NJ2020","4","1","T0_T24","c_V2","VP","2",129292.813008333,43144.393031895,0.691845227090206,"LM_SR",3103027.5122
"NJ2020","4","1","T0_T3","c_V2","VP","3",-24699.8176666667,NA,1,"LM_SR",-74099.4530000001
"NJ2020","4","1","T0_T6","c_V2","VP","3",398072.686833333,244087.819279047,0.726753509781396,"LM_SR",2388436.121
"NJ2020","4","1","T0_T9","c_V2","VP","3",314942.491833333,119244.772677853,0.777174567875317,"LM_SR",2834482.4265
"NJ2020","4","1","T0_T12","c_V2","VP","3",229402.498666667,84727.8117305572,0.7096028746249,"LM_SR",2752829.984
"NJ2020","4","1","T0_T24","c_V2","VP","3",102769.57625,51791.4099386867,0.496059018399208,"LM_SR",2466469.83
"NJ2020","5","1","T0_T3","c_V2","VP","1",53982.9426666667,NA,1,"LM_SR",161948.828
"NJ2020","5","1","T0_T6","c_V2","VP","1",-10522.8151666669,37242.4166493557,0.073931778966532,"LM_SR",-63136.8910000016
"NJ2020","5","1","T0_T9","c_V2","VP","1",-10010.2303000001,16657.9440705835,0.152942515131876,"LM_SR",-90092.0727000008
"NJ2020","5","1","T0_T12","c_V2","VP","1",7125.59626666673,13797.6284530056,0.0816438395533243,"LM_SR",85507.1552000008
"NJ2020","5","1","T0_T24","c_V2","VP","1",-12478.4595166667,8229.32633301079,0.365007604550841,"LM_SR",-299483.0284
"NJ2020","5","1","T0_T3","c_V2","VP","2",-51307.3293333329,NA,1,"LM_SR",-153921.987999999
"NJ2020","5","1","T0_T6","c_V2","VP","2",-112074.342833333,35083.8516020746,0.910751294443909,"LM_SR",-672446.057
"NJ2020","5","1","T0_T9","c_V2","VP","2",-62721.1715333335,32528.2518400491,0.65022603807006,"LM_SR",-564490.543800001
"NJ2020","5","1","T0_T12","c_V2","VP","2",-50096.9926333333,20144.9502412628,0.673355802143251,"LM_SR",-601163.9116
"NJ2020","5","1","T0_T24","c_V2","VP","2",-12789.6775916667,13859.1983628197,0.17553216111713,"LM_SR",-306952.2622
"NJ2020","5","1","T0_T3","c_V2","VP","3",-36125.3836666665,NA,1,"LM_SR",-108376.150999999
"NJ2020","5","1","T0_T6","c_V2","VP","3",-124122.607333334,50805.2207718896,0.856502724653037,"LM_SR",-744735.644000001
"NJ2020","5","1","T0_T9","c_V2","VP","3",-34168.3713,56687.6437299138,0.153727623685906,"LM_SR",-307515.3417
"NJ2020","5","1","T0_T12","c_V2","VP","3",-4870.85796666659,36841.2506083714,0.00579292356627971,"LM_SR",-58450.2955999991
"NJ2020","5","1","T0_T24","c_V2","VP","3",-3890.40519166666,15955.2400405501,0.0146458753983728,"LM_SR",-93369.7245999997
"NJ2020","6","1","T0_T3","c_V2","VP","1",-13117.8963333333,NA,1,"LM_SR",-39353.689
"NJ2020","6","1","T0_T6","c_V2","VP","1",22199.2006666664,20390.3354599462,0.542395580662886,"LM_SR",133195.203999999
"NJ2020","6","1","T0_T9","c_V2","VP","1",-200135.511233333,128688.491564912,0.547370706146753,"LM_SR",-1801219.6011
"NJ2020","6","1","T0_T12","c_V2","VP","1",-101697.3171,93542.8706092993,0.282630608190345,"LM_SR",-1220367.8052
"NJ2020","6","1","T0_T24","c_V2","VP","1",-25360.5356833334,46111.6476980683,0.0703034731484563,"LM_SR",-608652.856400002
"NJ2020","6","1","T0_T3","c_V2","VP","2",-44965.0569999999,NA,1,"LM_SR",-134895.171
"NJ2020","6","1","T0_T6","c_V2","VP","2",-66307.7326666669,12322.1995413768,0.966618695113119,"LM_SR",-397846.396000002
"NJ2020","6","1","T0_T9","c_V2","VP","2",-40257.1451333333,16018.0634675811,0.759509771527383,"LM_SR",-362314.3062
"NJ2020","6","1","T0_T12","c_V2","VP","2",-40478.4033333332,9248.91547592693,0.864585794911636,"LM_SR",-485740.839999999
"NJ2020","6","1","T0_T24","c_V2","VP","2",9175.97061666662,14882.9525988023,0.0867839431320856,"LM_SR",220223.294799999
"NJ2020","6","1","T0_T3","c_V2","VP","3",-64502.1643333329,NA,1,"LM_SR",-193506.492999999
"NJ2020","6","1","T0_T6","c_V2","VP","3",-149213.431,48908.072613394,0.902987640100947,"LM_SR",-895280.586000002
"NJ2020","6","1","T0_T9","c_V2","VP","3",-80569.3128666667,45266.6716778001,0.613001468202066,"LM_SR",-725123.8158
"NJ2020","6","1","T0_T12","c_V2","VP","3",-47478.5485333334,32373.1897766756,0.417579561147021,"LM_SR",-569742.5824
"NJ2020","6","1","T0_T24","c_V2","VP","3",-24432.7977666667,15516.5484647622,0.382664087853011,"LM_SR",-586387.1464
"NJ2020","7","1","T0_T3","c_V2","VP","1",26480.2628666667,NA,1,"LM_SR",79440.7886000001
"NJ2020","7","1","T0_T6","c_V2","VP","1",21222.50145,3035.56996924733,0.979951045412187,"LM_SR",127335.0087
"NJ2020","7","1","T0_T9","c_V2","VP","1",-271.510206666658,12483.6072260096,0.000236460948494012,"LM_SR",-2443.59185999992
"NJ2020","7","1","T0_T12","c_V2","VP","1",-5159.76541666665,7740.2732159223,0.129014106720877,"LM_SR",-61917.1849999998
"NJ2020","7","1","T0_T24","c_V2","VP","1",-4240.21107750001,3362.13221608462,0.284505977268403,"LM_SR",-101765.06586
"NJ2020","7","1","T0_T3","c_V2","VP","2",-665.313533333279,NA,1,"LM_SR",-1995.94059999984
"NJ2020","7","1","T0_T6","c_V2","VP","2",-3188.92851666668,1457.00978995846,0.827298006949122,"LM_SR",-19133.5711000001
"NJ2020","7","1","T0_T9","c_V2","VP","2",-7553.94502999998,2603.01720307376,0.808090514541063,"LM_SR",-67985.5052699999
"NJ2020","7","1","T0_T12","c_V2","VP","2",-7643.91871999999,1503.75018142311,0.895975281827774,"LM_SR",-91727.0246399999
"NJ2020","7","1","T0_T24","c_V2","VP","2",-5410.21969500001,916.390414551322,0.897053920189046,"LM_SR",-129845.27268
"NJ2020","7","1","T0_T3","c_V2","VP","3",-17405.6008333333,NA,1,"LM_SR",-52216.8024999999
"NJ2020","7","1","T0_T6","c_V2","VP","3",-1461.11401666669,9205.55375569297,0.0245732742654765,"LM_SR",-8766.68410000015
"NJ2020","7","1","T0_T9","c_V2","VP","3",-9049.64816999999,6011.96536266574,0.531159856704532,"LM_SR",-81446.8335299999
"NJ2020","7","1","T0_T12","c_V2","VP","3",-5207.98894666666,4119.14526368901,0.3476202717629,"LM_SR",-62495.86736
"NJ2020","7","1","T0_T24","c_V2","VP","3",-3196.08531333333,1875.81784524346,0.420546487005154,"LM_SR",-76706.04752
"NJ2020","1","1","T0_T3","c_V2","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T6","c_V2","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T17","c_V2","VP","1",2398.03654545455,NA,NA,"VPCL_SR",26378.402
"NJ2020","1","1","T0_T20","c_V2","VP","1",10973.8435,NA,NA,"VPCL_SR",153633.809
"NJ2020","1","1","T0_T24","c_V2","VP","1",23831.7110555556,NA,NA,"VPCL_SR",428970.799
"NJ2020","1","1","T0_T3","c_V2","VP","2",26782.9586666667,NA,NA,"VPCL_SR",80348.8760000002
"NJ2020","1","1","T0_T6","c_V2","VP","2",26782.9586666667,NA,NA,"VPCL_SR",80348.8760000002
"NJ2020","1","1","T0_T17","c_V2","VP","2",22009.5166969697,NA,NA,"VPCL_SR",269945.698
"NJ2020","1","1","T0_T20","c_V2","VP","2",22009.5166969697,NA,NA,"VPCL_SR",269945.698
"NJ2020","1","1","T0_T24","c_V2","VP","2",23155.1747146465,NA,NA,"VPCL_SR",371731.661
"NJ2020","1","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T6","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","1","1","T0_T17","c_V2","VP","3",13256.0659090909,NA,NA,"VPCL_SR",145816.725
"NJ2020","1","1","T0_T20","c_V2","VP","3",17466.0417857143,NA,NA,"VPCL_SR",244524.585
"NJ2020","1","1","T0_T24","c_V2","VP","3",15022.5586111111,NA,NA,"VPCL_SR",270406.055
"NJ2020","2","1","T0_T3","c_V2","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T6","c_V2","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T17.5","c_V2","VP","1",17095.8067826087,NA,NA,"VPCL_SR",196601.778
"NJ2020","2","1","T0_T20.5","c_V2","VP","1",39928.0131724138,NA,NA,"VPCL_SR",578956.191
"NJ2020","2","1","T0_T24","c_V2","VP","1",41010.3349444444,NA,NA,"VPCL_SR",738186.029
"NJ2020","2","1","T0_T3","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T6","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T17.5","c_V2","VP","2",3593.74130434782,NA,NA,"VPCL_SR",41328.0249999999
"NJ2020","2","1","T0_T20.5","c_V2","VP","2",16982.7652413793,NA,NA,"VPCL_SR",246250.096
"NJ2020","2","1","T0_T24","c_V2","VP","2",23961.9455555556,NA,NA,"VPCL_SR",431315.02
"NJ2020","2","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T6","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","2","1","T0_T17.5","c_V2","VP","3",47.9294782608909,NA,NA,"VPCL_SR",551.189000000246
"NJ2020","2","1","T0_T20.5","c_V2","VP","3",24723.1616551724,NA,NA,"VPCL_SR",358485.844
"NJ2020","2","1","T0_T24","c_V2","VP","3",32212.1356666667,NA,NA,"VPCL_SR",579818.442
"NJ2020","3","1","T0_T3","c_V2","VP","1",72952.2896666667,NA,NA,"VPCL_SR",218856.869
"NJ2020","3","1","T0_T6","c_V2","VP","1",72952.2896666667,NA,NA,"VPCL_SR",218856.869
"NJ2020","3","1","T0_T9","c_V2","VP","1",61614.9751666667,NA,NA,"VPCL_SR",369689.851
"NJ2020","3","1","T0_T12","c_V2","VP","1",61614.9751666667,NA,NA,"VPCL_SR",369689.851
"NJ2020","3","1","T0_T24","c_V2","VP","1",48076.1182777778,NA,NA,"VPCL_SR",621670.705
"NJ2020","3","1","T0_T3","c_V2","VP","2",9486.21166666667,NA,NA,"VPCL_SR",28458.635
"NJ2020","3","1","T0_T6","c_V2","VP","2",9486.21166666667,NA,NA,"VPCL_SR",28458.635
"NJ2020","3","1","T0_T9","c_V2","VP","2",20370.6186666667,NA,NA,"VPCL_SR",122223.712
"NJ2020","3","1","T0_T12","c_V2","VP","2",20370.6186666667,NA,NA,"VPCL_SR",122223.712
"NJ2020","3","1","T0_T24","c_V2","VP","2",19484.8246666667,NA,NA,"VPCL_SR",334782.552
"NJ2020","3","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","3","1","T0_T6","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","3","1","T0_T9","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","3","1","T0_T12","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","3","1","T0_T24","c_V2","VP","3",12805.75325,NA,NA,"VPCL_SR",153669.039
"NJ2020","4","1","T0_T3","c_V2","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","4","1","T0_T6","c_V2","VP","1",742988.481333333,NA,NA,"VPCL_SR",2228965.444
"NJ2020","4","1","T0_T9","c_V2","VP","1",742988.481333333,NA,NA,"VPCL_SR",2228965.444
"NJ2020","4","1","T0_T12","c_V2","VP","1",413844.424166667,NA,NA,"VPCL_SR",2483066.545
"NJ2020","4","1","T0_T24","c_V2","VP","1",383390.348066667,NA,NA,"VPCL_SR",2585848.666
"NJ2020","4","1","T0_T3","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","4","1","T0_T6","c_V2","VP","2",809738.285333333,NA,NA,"VPCL_SR",2429214.856
"NJ2020","4","1","T0_T9","c_V2","VP","2",809738.285333333,NA,NA,"VPCL_SR",2429214.856
"NJ2020","4","1","T0_T12","c_V2","VP","2",407916.252166667,NA,NA,"VPCL_SR",2447497.513
"NJ2020","4","1","T0_T24","c_V2","VP","2",440193.3349,NA,NA,"VPCL_SR",3488940.623
"NJ2020","4","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","4","1","T0_T6","c_V2","VP","3",820845.191333333,NA,NA,"VPCL_SR",2462535.574
"NJ2020","4","1","T0_T9","c_V2","VP","3",820845.191333333,NA,NA,"VPCL_SR",2462535.574
"NJ2020","4","1","T0_T12","c_V2","VP","3",820845.191333333,NA,NA,"VPCL_SR",2462535.574
"NJ2020","4","1","T0_T24","c_V2","VP","3",419875.920875,NA,NA,"VPCL_SR",2689415.379
"NJ2020","5","1","T0_T3","c_V2","VP","1",53982.9426666666,NA,NA,"VPCL_SR",161948.828
"NJ2020","5","1","T0_T6","c_V2","VP","1",53982.9426666666,NA,NA,"VPCL_SR",161948.828
"NJ2020","5","1","T0_T9","c_V2","VP","1",33335.3315,NA,NA,"VPCL_SR",200011.989
"NJ2020","5","1","T0_T12","c_V2","VP","1",48952.4808333333,NA,NA,"VPCL_SR",425480.942
"NJ2020","5","1","T0_T24","c_V2","VP","1",48952.4808333333,NA,NA,"VPCL_SR",425480.942
"NJ2020","5","1","T0_T3","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","5","1","T0_T6","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","5","1","T0_T9","c_V2","VP","2",72691.8993333333,NA,NA,"VPCL_SR",218075.698
"NJ2020","5","1","T0_T12","c_V2","VP","2",72691.8993333333,NA,NA,"VPCL_SR",218075.698
"NJ2020","5","1","T0_T24","c_V2","VP","2",45448.7236666667,NA,NA,"VPCL_SR",436542.274
"NJ2020","5","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","5","1","T0_T6","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","5","1","T0_T9","c_V2","VP","3",205057.254,NA,NA,"VPCL_SR",615171.762
"NJ2020","5","1","T0_T12","c_V2","VP","3",113711.106666667,NA,NA,"VPCL_SR",682266.64
"NJ2020","5","1","T0_T24","c_V2","VP","3",113711.106666667,NA,NA,"VPCL_SR",682266.64
"NJ2020","6","1","T0_T3","c_V2","VP","1",0,NA,NA,"VPCL_SR",0
"NJ2020","6","1","T0_T6","c_V2","VP","1",57516.2976666666,NA,NA,"VPCL_SR",172548.893
"NJ2020","6","1","T0_T9","c_V2","VP","1",57516.2976666666,NA,NA,"VPCL_SR",172548.893
"NJ2020","6","1","T0_T12","c_V2","VP","1",285953.2345,NA,NA,"VPCL_SR",1715719.407
"NJ2020","6","1","T0_T24","c_V2","VP","1",80900.0254333333,NA,NA,"VPCL_SR",1736805.191
"NJ2020","6","1","T0_T3","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","6","1","T0_T6","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","6","1","T0_T9","c_V2","VP","2",27641.7843333334,NA,NA,"VPCL_SR",82925.3530000001
"NJ2020","6","1","T0_T12","c_V2","VP","2",27641.7843333334,NA,NA,"VPCL_SR",82925.3530000001
"NJ2020","6","1","T0_T24","c_V2","VP","2",43291.379,NA,NA,"VPCL_SR",790217.037
"NJ2020","6","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","6","1","T0_T6","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","6","1","T0_T9","c_V2","VP","3",107837.385,NA,NA,"VPCL_SR",323512.155
"NJ2020","6","1","T0_T12","c_V2","VP","3",62038.8878333333,NA,NA,"VPCL_SR",372233.327
"NJ2020","6","1","T0_T24","c_V2","VP","3",62038.8878333333,NA,NA,"VPCL_SR",372233.327
"NJ2020","7","1","T0_T3","c_V2","VP","1",26480.2628666667,NA,NA,"VPCL_SR",79440.7886
"NJ2020","7","1","T0_T6","c_V2","VP","1",21222.50145,NA,NA,"VPCL_SR",127335.0087
"NJ2020","7","1","T0_T9","c_V2","VP","1",21222.50145,NA,NA,"VPCL_SR",127335.0087
"NJ2020","7","1","T0_T12","c_V2","VP","1",21222.50145,NA,NA,"VPCL_SR",127335.0087
"NJ2020","7","1","T0_T24","c_V2","VP","1",21222.50145,NA,NA,"VPCL_SR",127335.0087
"NJ2020","7","1","T0_T3","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T6","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T9","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T12","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T24","c_V2","VP","2",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T3","c_V2","VP","3",0,NA,NA,"VPCL_SR",0
"NJ2020","7","1","T0_T6","c_V2","VP","3",14483.3728,NA,NA,"VPCL_SR",43450.1184
"NJ2020","7","1","T0_T9","c_V2","VP","3",14483.3728,NA,NA,"VPCL_SR",43450.1184
"NJ2020","7","1","T0_T12","c_V2","VP","3",16115.27745,NA,NA,"VPCL_SR",96691.6647
"NJ2020","7","1","T0_T24","c_V2","VP","3",16115.27745,NA,NA,"VPCL_SR",96691.6647
"NJ2020","1","1","T0_T3","c_V3","VP","1",24257.5695333333,NA,1,"LM_SR",72772.7086
"NJ2020","1","1","T0_T6","c_V3","VP","1",-4847.06140000004,16803.5665040247,0.0768144788839847,"LM_SR",-29082.3684000002
"NJ2020","1","1","T0_T17","c_V3","VP","1",-736.902704848489,4054.10116860772,0.0162511971210413,"LM_SR",-12527.3459824243
"NJ2020","1","1","T0_T20","c_V3","VP","1",996.953611325617,2636.48850187163,0.045494142299336,"LM_SR",19939.0722265123
"NJ2020","1","1","T0_T24","c_V3","VP","1",2915.43566263513,2202.52398434199,0.304605085672606,"LM_SR",69970.4559032431
"NJ2020","1","1","T0_T3","c_V3","VP","2",25545.6864333334,NA,1,"LM_SR",76637.0593000001
"NJ2020","1","1","T0_T6","c_V3","VP","2",-3912.49908333334,17007.6913378854,0.0502600012983026,"LM_SR",-23474.9945
"NJ2020","1","1","T0_T17","c_V3","VP","2",2687.34908575759,4294.73160963959,0.163718767709396,"LM_SR",45684.934457879
"NJ2020","1","1","T0_T20","c_V3","VP","2",3696.16587631917,2629.06147071701,0.397169223042413,"LM_SR",73923.3175263834
"NJ2020","1","1","T0_T24","c_V3","VP","2",2028.69732858108,2109.37753918368,0.1878116908325,"LM_SR",48688.7358859459
"NJ2020","1","1","T0_T3","c_V3","VP","3",-2743.35249999993,NA,1,"LM_SR",-8230.05749999979
"NJ2020","1","1","T0_T6","c_V3","VP","3",-30529.3148333334,16042.2328328428,0.78362628159167,"LM_SR",-183175.889
"NJ2020","1","1","T0_T17","c_V3","VP","3",-5698.29241030302,7196.33414565313,0.238674994127116,"LM_SR",-96870.9709751514
"NJ2020","1","1","T0_T20","c_V3","VP","3",-1711.94904929216,4931.86923829234,0.0386131717287394,"LM_SR",-34238.9809858432
"NJ2020","1","1","T0_T24","c_V3","VP","3",-1032.47344655406,3418.96246948571,0.0222904572842927,"LM_SR",-24779.3627172975
"NJ2020","2","1","T0_T3","c_V3","VP","1",-24663.8577666667,NA,1,"LM_SR",-73991.5733
"NJ2020","2","1","T0_T6","c_V3","VP","1",-18598.1774666667,3502.02215402324,0.965757528299157,"LM_SR",-111589.0648
"NJ2020","2","1","T0_T17.5","c_V3","VP","1",-4844.26209669156,3380.1082277964,0.506656412915926,"LM_SR",-84774.5866921023
"NJ2020","2","1","T0_T20.5","c_V3","VP","1",-2413.41530509555,2511.0994492445,0.235417771433035,"LM_SR",-49475.0137544587
"NJ2020","2","1","T0_T24","c_V3","VP","1",-1816.53201294349,1799.6343872105,0.203007390455652,"LM_SR",-43596.7683106438
"NJ2020","2","1","T0_T3","c_V3","VP","2",-17082.9266666667,NA,1,"LM_SR",-51248.78
"NJ2020","2","1","T0_T6","c_V3","VP","2",-14374.27985,1563.83796874216,0.988302282916886,"LM_SR",-86245.6791000002
"NJ2020","2","1","T0_T17.5","c_V3","VP","2",-3756.85254571326,2561.11735931907,0.518274004884481,"LM_SR",-65744.9195499821
"NJ2020","2","1","T0_T20.5","c_V3","VP","2",3700.89784956021,4845.47922130238,0.162798207846063,"LM_SR",75868.4059159843
"NJ2020","2","1","T0_T24","c_V3","VP","2",5705.89792802234,3648.13648432692,0.379486908573276,"LM_SR",136941.550272536
"NJ2020","2","1","T0_T3","c_V3","VP","3",-25520.9247666667,NA,1,"LM_SR",-76562.7743
"NJ2020","2","1","T0_T6","c_V3","VP","3",-32432.8507833334,3990.60234634124,0.985086451017403,"LM_SR",-194597.1047
"NJ2020","2","1","T0_T17.5","c_V3","VP","3",-6699.41901031661,6213.80230658482,0.367570978261359,"LM_SR",-117239.832680541
"NJ2020","2","1","T0_T20.5","c_V3","VP","3",-6473.81989951471,3706.20054086873,0.504226375766871,"LM_SR",-132713.307940052
"NJ2020","2","1","T0_T24","c_V3","VP","3",-3088.7241107753,3465.83725626387,0.165662330093122,"LM_SR",-74129.3786586072
"NJ2020","3","1","T0_T3","c_V3","VP","1",67281.5934,NA,1,"LM_SR",201844.7802
"NJ2020","3","1","T0_T6","c_V3","VP","1",2952.84604999996,37140.2195991539,0.00628139488833996,"LM_SR",17717.0762999998
"NJ2020","3","1","T0_T9","c_V3","VP","1",8647.51695,16931.8912487977,0.115372509389738,"LM_SR",77827.65255
"NJ2020","3","1","T0_T12","c_V3","VP","1",-1127.94959999998,11287.8797467502,0.00331734230988075,"LM_SR",-13535.3951999998
"NJ2020","3","1","T0_T24","c_V3","VP","1",13210.9683958333,6405.01811693829,0.515404362979748,"LM_SR",317063.2415
"NJ2020","3","1","T0_T3","c_V3","VP","2",47843.0720666667,NA,1,"LM_SR",143529.2162
"NJ2020","3","1","T0_T6","c_V3","VP","2",-12566.3782333334,34877.4123923023,0.114900949260488,"LM_SR",-75398.2694000002
"NJ2020","3","1","T0_T9","c_V3","VP","2",-5135.05084333334,16176.9894591773,0.0479642178581386,"LM_SR",-46215.4575900001
"NJ2020","3","1","T0_T12","c_V3","VP","2",-6381.96986999999,9367.49335061406,0.133987856431824,"LM_SR",-76583.6384399998
"NJ2020","3","1","T0_T24","c_V3","VP","2",13577.0002125,7046.26279799073,0.481374943215256,"LM_SR",325848.0051
"NJ2020","3","1","T0_T3","c_V3","VP","3",-88016.5336999999,NA,1,"LM_SR",-264049.6011
"NJ2020","3","1","T0_T6","c_V3","VP","3",-56068.9062666667,18444.9712986049,0.902347043074232,"LM_SR",-336413.4376
"NJ2020","3","1","T0_T9","c_V3","VP","3",-38665.8887633333,12999.9384350483,0.815609387059761,"LM_SR",-347992.99887
"NJ2020","3","1","T0_T12","c_V3","VP","3",-31128.0291633333,8675.9769222138,0.810995118230076,"LM_SR",-373536.34996
"NJ2020","3","1","T0_T24","c_V3","VP","3",702.812735,9927.09168116458,0.00125150136377265,"LM_SR",16867.50564
"NJ2020","4","1","T0_T3","c_V3","VP","1",-38652.6649333333,NA,1,"LM_SR",-115957.9948
"NJ2020","4","1","T0_T6","c_V3","VP","1",94521.8595333333,76888.3475500304,0.601795878987032,"LM_SR",567131.1572
"NJ2020","4","1","T0_T9","c_V3","VP","1",84634.47882,34856.1381048587,0.746697890295258,"LM_SR",761710.30938
"NJ2020","4","1","T0_T12","c_V3","VP","1",64331.7516466667,23289.1326177382,0.717789004594933,"LM_SR",771981.01976
"NJ2020","4","1","T0_T24","c_V3","VP","1",27217.690155,14713.420407636,0.461058983718331,"LM_SR",653224.56372
"NJ2020","4","1","T0_T3","c_V3","VP","2",-23933.2698333334,NA,1,"LM_SR",-71799.8095000001
"NJ2020","4","1","T0_T6","c_V3","VP","2",104432.541983333,74112.0360070974,0.665060204008441,"LM_SR",626595.2519
"NJ2020","4","1","T0_T9","c_V3","VP","2",84522.57557,35080.6836271779,0.743757130414265,"LM_SR",760703.18013
"NJ2020","4","1","T0_T12","c_V3","VP","2",59728.2589066666,24801.9656650556,0.659069962016281,"LM_SR",716739.10688
"NJ2020","4","1","T0_T24","c_V3","VP","2",35791.1051625,12770.5608930779,0.662581431269143,"LM_SR",858986.5239
"NJ2020","4","1","T0_T3","c_V3","VP","3",-25388.3234333333,NA,1,"LM_SR",-76164.9702999998
"NJ2020","4","1","T0_T6","c_V3","VP","3",105752.888583333,75714.4140596763,0.661116383130684,"LM_SR",634517.3315
"NJ2020","4","1","T0_T9","c_V3","VP","3",85762.12381,35773.5198811579,0.74184723927271,"LM_SR",771859.11429
"NJ2020","4","1","T0_T12","c_V3","VP","3",62626.42376,24596.7839462206,0.683635726446078,"LM_SR",751517.08512
"NJ2020","4","1","T0_T24","c_V3","VP","3",22751.4423258333,15682.4428116645,0.344767272405284,"LM_SR",546034.61582
"NJ2020","5","1","T0_T3","c_V3","VP","1",21882.7644666666,NA,1,"LM_SR",65648.2933999999
"NJ2020","5","1","T0_T6","c_V3","VP","1",2037.77379999998,11457.5107034656,0.0306624218495985,"LM_SR",12226.6427999999
"NJ2020","5","1","T0_T9","c_V3","VP","1",-209.219166666681,5285.63172838298,0.000782778788984543,"LM_SR",-1882.97250000013
"NJ2020","5","1","T0_T12","c_V3","VP","1",-2023.30740000001,3226.39214843284,0.115896728846936,"LM_SR",-24279.6888000001
"NJ2020","5","1","T0_T24","c_V3","VP","1",-2816.13890000001,1415.69170231957,0.49730069351821,"LM_SR",-67587.3336000002
"NJ2020","5","1","T0_T3","c_V3","VP","2",-4890.95469999998,NA,1,"LM_SR",-14672.8641
"NJ2020","5","1","T0_T6","c_V3","VP","2",-9732.32978333334,2795.16920761044,0.923799098819058,"LM_SR",-58393.9787
"NJ2020","5","1","T0_T9","c_V3","VP","2",-2579.13081666667,4314.93677034497,0.151561306385658,"LM_SR",-23212.1773500001
"NJ2020","5","1","T0_T12","c_V3","VP","2",-5513.13218,3012.58711255055,0.527486040537208,"LM_SR",-66157.58616
"NJ2020","5","1","T0_T24","c_V3","VP","2",-190.946559999999,2015.48055214347,0.00223889143053977,"LM_SR",-4582.71743999997
"NJ2020","5","1","T0_T3","c_V3","VP","3",-2157.5395333333,NA,1,"LM_SR",-6472.61859999991
"NJ2020","5","1","T0_T6","c_V3","VP","3",-10148.8317666667,4613.77472208794,0.828725938692867,"LM_SR",-60892.9906000003
